id,bai,tieude,noidung
172,Bài 3: Toán tử trong Javascript,"4, Toán tử logic.","-Đây là một dạng toán tử kết hợp giữa hai hoặc nhiều giá trịbooleanhay nói cách khác là kết hợp của hai hay nhiều toán tử quan hệ lại và nó cũngtrả về dữ liệu dạng True False.
Bảng Logic"
173,Bài 3: Toán tử trong Javascript,"5, Lời kết.","-Phần hôm nay chúng ta dùng ở đây thôi, các bạn cố gắng ôn tập nhiều về phần này nhé, Bài tiếp theo chúng ta sẽ tìm hiểu về câu lệnh rẽ nhánh trong javascript."
174,Bài 5: Vòng lặp trong javascript,Giới thiệu,Sau khi đã học xong câu lệnhrẽ nhánh trong javascriptthì phần tiếp theo không thể thiếu trong lập trình nói chung và với Javascript nói riêng sẽ là vòng lặp. Và đương nhiên chúng ta cần biết vòng lặp nó là cái quái gì?
175,Bài 5: Vòng lặp trong javascript,"1, Vòng lặp là gì.","-Vòng lặp là một chuỗi sự kiện, hành động được lặp đi lặp lại theo một nguyên tắc nhất định. Ví dụ như vong lặp của con người: sinh-lão-bệnh-tử.
-Và đối với Javascript nó hỗ trợ chúng ta 3 kiểu vòng lặp(loop) làfor,forEach(cái này mình sẽ nói sau)whilevàdo-while."
176,Bài 5: Vòng lặp trong javascript,"2, Vòng lặp for.","-Vòng lặp for trong javascript hoạt động cũng giống như các ngôn ngữ khác.
Cú Pháp:

```js
for (bienkhoitao; dieukienthucthi ; buocnhay) { 
	# code...
}
```

```js
for (bienkhoitao; dieukienthucthi ; buocnhay) { 
	# code...
}
```
Trong đó:
VD:

```js
for (var i = 1; i <= 10; i++) {
    document.write('Dòng số: ' + i + '<br/>');
}
```

```js
for (var i = 1; i <= 10; i++) {
    document.write('Dòng số: ' + i + '<br/>');
}
```
Xem Kết Quả"
177,Bài 5: Vòng lặp trong javascript,Vòng lặp for vô tận,"-Để có thể làm vòng lặp for trở thành vòng lặp vô tận thì bạn chỉ cần để trống biểu thức điều kiện thứ 2 trong vòng lặp for.
VD:

```js
for (var i = 0; ; i++) {
    //code
}
```

```js
for (var i = 0; ; i++) {
    //code
}
```"
178,Bài 5: Vòng lặp trong javascript,"3, Vòng lặp do-while.","-Đây là một dạng vòng lặp cũng khá phổ biến trong javascript, đặc trưng của vòng lặp này là để lặp các dữ liệu mà không xác đinh được điều kiện dừng chính xác hoặc điều kiện dừng phức tạp và nóthực thi câu lệnh trước rồi mới kiểm tra điều kiện.
Cú Pháp:

```js
do {
    // code
} while (condition);
```

```js
do {
    // code
} while (condition);
```
Trong đó:conditionlà điều kiện để dừng vòng lặp, nếu bằng false thì vòng lặp sẽ dừng và ngược lại true vòng lặp sẽ chạy tiếp.
VD: Phía trên mình có nói là vòng lặp do-while thực thi câu lệnh trước rồi mới kiểm tra. và đây là ví dụ chứng minh cho câu nói đó.

```js
do {
	document.write(1);
} while(false);
```

```js
do {
	document.write(1);
} while(false);
```
Xem Kết Quả
VD: Thực hiện in ra các số từ 1 đến 10 bằng vòng lặp do-while.

```js
//khởi tạo biến i bằng 1
var i = 1;
do {
    //in ra i hiện tại
	document.write(i+ '<br>');
    //tiến hành cộng i thêm 1 đơn vị
	i++;
//xét điều kiện i>10 thì sẽ dừng 
} while(i <= 10);
```

```js
//khởi tạo biến i bằng 1
var i = 1;
do {
    //in ra i hiện tại
	document.write(i+ '<br>');
    //tiến hành cộng i thêm 1 đơn vị
	i++;
//xét điều kiện i>10 thì sẽ dừng 
} while(i <= 10);
```
Xem Kết Quả"
179,Bài 5: Vòng lặp trong javascript,"4, Vòng lặp while.","-Vòng lặp while cũng giống như vòng lặp do-while là dùng để lặp các dữ liệu không biết chính xác điều kiện dừng hoặc điều kiện dừng phức tạp. Và vòng lặp while khác với vòng lặp do-while là nó sẽ tiến hành kiểm tra điều kiện xong rồi mới tiến hành lặp.
Cú Pháp:

```js
while (condition) {
		//code
	}
```

```js
while (condition) {
		//code
	}
```
Trong đó:conditionlà điều kiện để dừng vòng lặp, nếu bằng false thì vòng lặp sẽ dừng và ngược lại true vòng lặp sẽ chạy tiếp.
VD: Thực hiện in ra các số từ 1 đến 10 bằng vòng lặp while.

```js
//khởi tạo biến i=1
var i = 1;
//xác định điều kiện i>10 thì sẽ dừng vòng lặp
while(i <= 10){
	document.write(i);
	//tiến hành tăng i thêm 1 đơn vị
	i++;
}
```

```js
//khởi tạo biến i=1
var i = 1;
//xác định điều kiện i>10 thì sẽ dừng vòng lặp
while(i <= 10){
	document.write(i);
	//tiến hành tăng i thêm 1 đơn vị
	i++;
}
```
Xem Kết Quả"
180,Bài 5: Vòng lặp trong javascript,"5, Vòng lặp lồng nhau.","-Cũng giống nhưcâu lệnh điều kiệnthì voàng lặp cũng hoàn toàn có thể lồng nhau.
VD: Vòng lặp for lồng nhau.

```js
for(i = 0; i <= 10; i++) {
	for(j = i ; j <= 10; j++) {
		document.write('*');
	}
	document.write('<br>');
}
```

```js
for(i = 0; i <= 10; i++) {
	for(j = i ; j <= 10; j++) {
		document.write('*');
	}
	document.write('<br>');
}
```
Xem Kết Quả
VD: Vòng lặp do-while lồng nhau.

```js
var i = 0;
do {
    var j = i;
    do {
        document.write('*');
        j++;
    } while (j <= 10);
    document.write('<br>');
    i++;
} while (i <= 10);
```

```js
var i = 0;
do {
    var j = i;
    do {
        document.write('*');
        j++;
    } while (j <= 10);
    document.write('<br>');
    i++;
} while (i <= 10);
```
Xem Kết Quả
VD: Vòng lặp while lồng nhau.

```js
var i = 0;
while (i <= 10) {
    var j = i;
    while (j <= 10) {
        document.write('*');
        j++;
    }
    document.write('<br>');
    i++;
}
```

```js
var i = 0;
while (i <= 10) {
    var j = i;
    while (j <= 10) {
        document.write('*');
        j++;
    }
    document.write('<br>');
    i++;
}
```
Xem Kết Quả"
181,Bài 5: Vòng lặp trong javascript,"6, Lời kết.","-Như vậy phần trên mình đã giới thiệu với mọi người về vòng lặp trong javascript rồi, bài tiếp theo chúng ta sẽ đi tìm hiểu về hàm trong javascript."
182,Bài 4: Câu lệnh điều kiện trong javascript,Giới thiệu,"Câu lệnh if-else trong javascript cũng giống như các ngôn ngữ khác, nếu điều kiện của mệnh đề đúng thì code phía trong sẽ được thực hiện, và ngược lại nếu sai thì nó sẽ không chạy code trong mệnh đề."
183,Bài 4: Câu lệnh điều kiện trong javascript,If,"Cú Pháp:

```js
if (condition) {
	//nếu điều kiện đúng thì thực hiện
}
```

```js
if (condition) {
	//nếu điều kiện đúng thì thực hiện
}
```
Trong đó:conditionlà một hoặc nhiều mệnh đề điều kiện có giá trị trả vềTRUE/FALSE.
VD:

```js
var a = 5;
var b = 6;
if (a != b) {
	//Vì a khác b nên code phía trong if sẽ được chạy
	document.write('a khác b');
}
```

```js
var a = 5;
var b = 6;
if (a != b) {
	//Vì a khác b nên code phía trong if sẽ được chạy
	document.write('a khác b');
}
```
Xem Kết Quả"
184,Bài 4: Câu lệnh điều kiện trong javascript,Câu lệnh else.,"-Như ở phía trên mình có nói câu lệnhifthực hiện khi mệnh đề đi kèm nó đúng, và mệnh đề else sẽ thực hiện khi điều kiện của mệnh đề if không thỏa mãn.

```js
if
```
Cú Pháp:

```js
if (true) {
	// nếu đúng thì chạy code trong này
} else {
	//nếu sai thì chạy code trong này
}
```

```js
if (true) {
	// nếu đúng thì chạy code trong này
} else {
	//nếu sai thì chạy code trong này
}
```
VD:

```js
var a = 5;
var b = 5;
if (a != b) {
	document.write('a khác b');
}
else{
	//Vì a bằng b nên code phía trong else sẽ được chạy
	document.write('a bằng b');
}
```

```js
var a = 5;
var b = 5;
if (a != b) {
	document.write('a khác b');
}
else{
	//Vì a bằng b nên code phía trong else sẽ được chạy
	document.write('a bằng b');
}
```
Xem Kết Quả"
185,Bài 4: Câu lệnh điều kiện trong javascript,Kết hợp else if.,"-Có đôi khi bạn muốn xử lý đa nhánh như làm bài toán phân loại học lực thì lúc này bạn lên dùng else if để xử lý các điều kiện khác với if.
VD:

```js
var diem = 5;

if (diem < 4) {
    document.write('Học Lại');
} else if (diem >= 4 && diem < 5.5) {
    document.write(' Loại D');
} else if (diem >= 5.5 && diem < 7) {
    document.write('Loai C');
} else if (diem >= 7 && diem < 8.5) {
    document.write('Loại B');
} else if (diem >= 8.5 && diem <= 10) {
    document.write('Loai A');
} else {
    document.write('Điểm không hợp lệ');
}
```

```js
var diem = 5;

if (diem < 4) {
    document.write('Học Lại');
} else if (diem >= 4 && diem < 5.5) {
    document.write(' Loại D');
} else if (diem >= 5.5 && diem < 7) {
    document.write('Loai C');
} else if (diem >= 7 && diem < 8.5) {
    document.write('Loại B');
} else if (diem >= 8.5 && diem <= 10) {
    document.write('Loai A');
} else {
    document.write('Điểm không hợp lệ');
}
```
Xem Kết Quả"
186,Bài 4: Câu lệnh điều kiện trong javascript,if-else lồng nhau.,"-Cũng giống như bài toán ở phần 3 thì chúng ta có thể sử dụng if-else lồng nhau được.
VD:

```js
var diem = 5;

if (diem < 4) {
    document.write('Học Lại');
} else {
    if (diem >= 4 && diem < 5.5) {
        document.write(' Loại D');
    } else {
        if (diem >= 5.5 && diem < 7) {
            document.write('Loai C');
        } else {
            if (diem >= 7 && diem < 8.5) {
                document.write('Loại B');
            } else {
                if (diem >= 8.5 && diem <= 10) {
                    document.write('Loai A');
                } else {
                    document.write('Điểm không hợp lệ');
                }
            }
        }
    }
}
```

```js
var diem = 5;

if (diem < 4) {
    document.write('Học Lại');
} else {
    if (diem >= 4 && diem < 5.5) {
        document.write(' Loại D');
    } else {
        if (diem >= 5.5 && diem < 7) {
            document.write('Loai C');
        } else {
            if (diem >= 7 && diem < 8.5) {
                document.write('Loại B');
            } else {
                if (diem >= 8.5 && diem <= 10) {
                    document.write('Loai A');
                } else {
                    document.write('Điểm không hợp lệ');
                }
            }
        }
    }
}
```
Xem Kết Quả"
187,Bài 4: Câu lệnh điều kiện trong javascript,if-else rút gọn.,"-Chúng ta cũng có thể rút gọn câu lệnh if-else với cú pháp như sau:

```js
(dieukien) ? (đúng) : (sai)
```

```js
(dieukien) ? (đúng) : (sai)
```
Trong đó: Điều kiện là các biểu thức, mệnh đề trả về giá trị true false.
VD:

```js
var diem = 5;
diem == 5 ? document.write('Điểm Bằng 5') : document.write('Diểm khác 5');
```

```js
var diem = 5;
diem == 5 ? document.write('Điểm Bằng 5') : document.write('Diểm khác 5');
```
Xem Kết Quả"
188,Bài 4: Câu lệnh điều kiện trong javascript,"2, Switch case.","-Đây là một loại câu lệnh rẽ nhánh( hay còn gọi là câu lệnh điều kiện) có đặc điểm là để giải quyết các bài toán mà có các nhánh là các điều kiện cố định.
Cú Pháp:

```js
switch (condition) {
    case value1:
        //code
        break;
    case value2:
        //code
        break;
    default:
        //code
        break;
}
```

```js
switch (condition) {
    case value1:
        //code
        break;
    case value2:
        //code
        break;
    default:
        //code
        break;
}
```
Trong đó:
VD: Đọc số trong phạm vi từ 0 đến 5.

```js
var so = 5;

switch (so) {
    case 0:
        document.write('không');
        break;
    case 1:
        document.write('Một');
        break;
    case 2:
        document.write('Hai');
        break;
    case 3:
        document.write('Ba');
        break;
    case 4:
        document.write('Bốn');
        break;
    case 5:
        document.write('Năm');
        break;
    default:
        document.write('Không thỏa mãn');
        break;
}
```

```js
var so = 5;

switch (so) {
    case 0:
        document.write('không');
        break;
    case 1:
        document.write('Một');
        break;
    case 2:
        document.write('Hai');
        break;
    case 3:
        document.write('Ba');
        break;
    case 4:
        document.write('Bốn');
        break;
    case 5:
        document.write('Năm');
        break;
    default:
        document.write('Không thỏa mãn');
        break;
}
```
Xem Kết Quả"
189,Bài 4: Câu lệnh điều kiện trong javascript,"3, Lời kết.","-Như vậy qua phần này mình đã giới thiệu với mọi người về if-else, các dạng và cách sử dụng của nó rồi, bài tiếp theo chúng ta sẽ tìm hiểu vềvòng lặp trong Javascriptxem có gì không nhé."
190,Bài 10: DOM Elements trong javascript,Giới thiệu,Tiếp tục với series bài này chúng ta sẽ đi tìm hiểu và tác động javascript đến trực tiếp các thẻ HTML trong chương trình.
191,Bài 10: DOM Elements trong javascript,"1, DOM là gì?",-DOM là viết tắt của chữ Document Object Model (dịch ra tiếng việt thì không được hay cho lắm!). Khi mà chúng ta làm việt với DOM thì chúng ta có thể tác động đến các thẻ HTML và các thành phần của nó. Khá hay đúng không nào?
192,Bài 10: DOM Elements trong javascript,"2, DOM elements trong javascript.","-Trong bài này chúng ta sẽ chỉ tìm hiểu cách truy xuất đến các thẻ HTML thông qua class,id và tag, còn các cách thay đổi nội dung chúng ta sẽ tìm hiểu trong các phần sau nhé!"
193,Bài 10: DOM Elements trong javascript,Tìm thẻ HTML thông qua ID,"-Để tìm kiếm và truy xuất thông tin của một thẻ HTML theo ID của nó thì chúng ta sử dụng cú pháp:

```js
document.getElementById('idName');
```

```js
document.getElementById('idName');
```
Trong đó:idNamelà id của thẻ HTML mà chúng ta cần truy xuất tới.
VD: Truy xuất và thông báo ra nội dung của thẻ HTML có id làtoidicode.

```js
toidicode
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div id=""hello"">Chào mừng các bạn đến với website học lập trình online</div>
<div id=""toidicode"">TOIDICODE.COM</div>

<script type=""text/javascript"">
    var element = document.getElementById('toidicode');
    var content = element.innerHTML;
    alert(content);
</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
<div id=""hello"">Chào mừng các bạn đến với website học lập trình online</div>
<div id=""toidicode"">TOIDICODE.COM</div>

<script type=""text/javascript"">
    var element = document.getElementById('toidicode');
    var content = element.innerHTML;
    alert(content);
</script>
</body>

</html>
```
Xem Kết Quả"
